級別	字詞	中文釋義
中級	pest	[名詞] ,害蟲;有害的植物
中高級	pesticide	[名詞] 殺蟲劑
初級	pet	[名詞] 寵物
中級	petal	[名詞] 花瓣
中高級	petition	[動詞] 向...請願;請求; [名詞] 請願;請願書
中級	petrol	[名詞] 汽油
中高級	petroleum	[名詞] 石油
中高級	petty	[形容詞] 小的;瑣碎的;氣量小的
中高級	pharmaceutical	[形容詞] 藥的;配藥的;製藥的; [名詞] 配藥;藥品
中高級	pharmacist	[名詞] 配藥者;藥劑師
中高級	pharmacology	[名詞] 藥理學
中高級	pharmacy	[名詞] 製藥業;藥房
中高級	phase	[動詞] 使定相;使同步;分階段實行; [名詞] 階段;相
中級	phenomenon	[名詞] 現象
初級	Philippines	[名詞] 菲律賓
中級	philosopher	[名詞] 哲學家
中級	philosophical	[形容詞] 哲學的
中級	philosophy	[名詞] 哲學
初級	phone	[動詞] 打電話; [名詞] 電話
初級	photo	[名詞] 相片
初級	photograph	[名詞] 照片
初級	photographer	[名詞] 攝影師,照相師
中級	photographic	[形容詞] 攝影(術)的;攝影用的
中級	photography	[名詞] 照相術,攝影術
中級	phrase	[動詞] 用言語表達,用(詞); [名詞] 片語,詞組
中級	physical	[形容詞] 身體的;物理學的; [名詞] 身體檢查
中級	physician	[名詞] 醫師
中級	physicist	[名詞] 物理學家
初級	physics	[名詞] 物理
中高級	physiological	[形容詞] 生理學的;生理的
中高級	physiology	[名詞] 生理學;生理
中級	pianist	[名詞] 鋼琴家;鋼琴演奏者
初級	piano	[名詞] 鋼琴
初級	pick	[動詞] 採收;撿起;選
中高級	pick up	[片語] 拿起;收拾;接人
中高級	pickle	[動詞] 醃製;將...做成泡菜; [名詞] 醃黃瓜等的泡菜;鹽滷
中高級	pickpocket	[名詞] 扒手
初級	picnic	[動詞] 去野餐,參加野餐;在戶外用餐; [名詞] 野餐
初級	picture	[動詞] 畫,拍攝;描述; [名詞] 圖畫;照片
中高級	picturesque	[形容詞] 圖畫般的;美麗的
初級	pie	[名詞] 派(食品)
初級	piece	[名詞] 件;片
中高級	pier	[名詞] 碼頭;防波堤
中高級	pierce	[動詞] 刺穿;穿透
中高級	piercing	[形容詞] 尖厲的;刺耳的;刺骨的
中高級	piety	[名詞] 虔誠;孝順
初級	pig	[名詞] 豬
初級	pigeon	[名詞] 鴿子
初級	pile	[動詞] 堆起; [名詞] 一堆
中級	pilgrim	[名詞] 香客,朝聖者
中級	pill	[名詞] 藥丸,藥片;(女用)口服避孕藥
中高級	pillar	[名詞] 柱子;棟樑
初級	pillow	[名詞] 枕頭
中級	pilot	[動詞] 駕駛(飛機等);帶領;引導; [名詞] (飛機等的)駕駛員
中高級	pimple	[名詞] 丘疹;面皰
初級	pin	[動詞] 釘住;壓住;按住;把...歸罪於; [名詞] 大頭針;胸針
中高級	pinch	[動詞] 擰;夾; [名詞] 擰;夾;(一)撮
中級	pine	[動詞] 衰弱,憔悴;渴望; [名詞] 松樹
初級	pineapple	[名詞] 鳳梨
中級	ping-pong	[名詞] 乒乓球,桌球
初級	pink	[形容詞] 粉紅色的; [名詞] 粉紅色
中級	pint	[名詞] 品脫(英美容量或液量名)
中級	pioneer	[動詞] 當先驅,成為開拓者; [名詞] 拓荒者
中高級	pious	[形容詞] 虔誠的;篤信的
初級	pipe	[名詞] 管子
中高級	pipeline	[名詞] 導管;輸油管
中級	pirate	[動詞] 掠奪;剽竊; [名詞] 海盜;劫掠者
中高級	piss	[動詞] 小便; [名詞] 小便
中高級	pistol	[名詞] 手槍
中級	pit	[動詞] 使成凹;挖坑於; [名詞] 窪坑,凹處;地窖
中級	pitch	[動詞] 搭(帳篷);紮(營);為...定調; [名詞] 投;投球;音高
中高級	pitcher	[名詞] 大水罐;一壺的量;投手
中級	pity	[動詞] 憐憫;同情; [名詞] 憐憫;同情;憾事
初級	pizza	[名詞] 披薩
初級	place	[動詞] 放置,安置;任命; [名詞] 地方
中高級	plague	[動詞] 使染瘟疫;使受災禍; [名詞] 瘟疫;天災;禍患
初級	plain	[形容詞] 簡樸的;清楚的; [副詞] 完全地;徹底地;清楚地;平易地; [名詞] 平原
初級	plan	[動詞] 計劃; [名詞] 計畫
初級	plane	[名詞] 飛機
初級	planet	[名詞] 行星
初級	plant	[動詞] 栽種;播種; [名詞] 植物,農作物;工廠
中高級	plantation	[名詞] 大農園;造林地
中高級	plaster	[動詞] 在...上塗灰泥;黏貼; [名詞] 灰泥;灰漿;熟石膏
中級	plastic	[形容詞] 可塑的,塑性的;整形的; [名詞] 塑膠;塑膠製品;信用卡
初級	plate	[名詞] 盤;碟
中高級	plateau	[名詞] 高原;(上升後的)穩定水準
初級	platform	[名詞] 月台;平台
中高級	plausible	[形容詞] 貌似真實的;貌似有理的
初級	play	[動詞] 玩; [名詞] 遊戲;戲劇
初級	player	[名詞] 遊戲者;運動者;表演者
中高級	playful	[形容詞] 愛玩耍的;開玩笑的
初級	playground	[名詞] 遊樂場;運動場
中高級	playwright	[名詞] 劇作家
中高級	plea	[名詞] 請求;懇求
中高級	plead	[動詞] 為(案件)辯護;懇求
初級	pleasant	[形容詞] 愉快的;美好的
初級	please	[動詞] 請;取悅; [副詞] (用於請求或命令)請
初級	pleased	[形容詞] 欣喜的
初級	pleasure	[名詞] 愉快
中高級	pledge	[動詞] 保證給予;許諾;發誓; [名詞] 保證;誓言;抵押
中級	plentiful	[形容詞] 豐富的,充足的;多的
中級	plenty	[副詞] 足夠,充分地; [名詞] 豐富;充足;大量
中高級	plight	[名詞] 境況;困境
中級	plot	[動詞] 密謀,策劃;標繪; [名詞] 陰謀;標繪圖
中高級	plow	[動詞] 犁;耕;開(路);破(浪)前進; [名詞] 犁;除雪機
中高級	pluck	[動詞] 採;拔...的毛;扯; [名詞] (一)拉;(一)扯
中級	plug	[動詞] 把...塞住,堵塞; [名詞] 塞子,栓;堵塞物
中級	plum	[形容詞] 相當收穫的; [名詞] 洋李; 梅子
中級	plumber	[名詞] 管子工,鉛管工
中高級	plunge	[動詞] 投入;將...插入;急降; [名詞] 跳入;衝進;猛跌
中級	plural	[形容詞] 複數的; [名詞] 複數
初級	plus	[形容詞] 正的;外加的;有益的;陽性的;正電的; [介系詞] 加(上); [連接詞] 外加;另有; [名詞] 正號
中高級	pneumonia	[名詞] 肺炎
中高級	poach	[動詞] 水煮(蛋);偷獵;侵佔
初級	pocket	[形容詞] 袖珍的;小型的;錢的;零星花用的; [動詞] 侵吞;擊(球)落袋;忍受; [名詞] 口袋
中高級	pocketbook	[名詞] 錢包;皮夾子;袖珍本
初級	poem	[名詞] 詩
中級	poet	[名詞] 詩人
中高級	poetic	[形容詞] 詩的;韻文的
中級	poetry	[名詞] 詩,詩歌,韻文
初級	point	[動詞] 瞄準;指出;強調;對準; [名詞] 點;要點
中高級	pointed	[形容詞] 有尖頭的;尖銳的;中肯的
中高級	poised	[形容詞] 泰然自若的;平衡的
初級	poison	[動詞] 放毒,下毒; [名詞] 毒物
中級	poisonous	[形容詞] 有毒的;有害的
中高級	poke	[動詞] 戳;捅;撥弄; [名詞] 戳;捅;撥弄;慢性子的人
中高級	polar	[形容詞] 北極的;南極的;截然對立的
中級	pole	[名詞] 柱;竿
初級	police	[名詞] 警察
初級	policeman	[名詞] 警察,警員
初級	policy	[名詞] 政策;策略
中級	polish	[動詞] 磨光,擦亮; [名詞] 磨光,擦亮
初級	polite	[形容詞] 有禮貌的
中級	political	[形容詞] 政治的;政治上的
中級	politician	[名詞] 政客
中級	politics	[名詞] 黨派關係,手腕,權術
中級	poll	[動詞] 對...進行民意測驗; [名詞] 民意測驗;投票,選舉
中高級	pollutant	[形容詞] 受污染的;造成污染的; [名詞] 污染物;污染源
初級	pollute	[動詞] 污染
初級	pollution	[名詞] 污染
中高級	polytechnic	[名詞] 工藝(專科)學校;理工(專科)學校
初級	pond	[名詞] 池塘
中高級	ponder	[動詞] 仔細考慮;衡量;回想
中級	pony	[名詞] 矮種馬;小馬
初級	pool	[名詞] 水池;美式撞球
初級	poor	[形容詞] 貧窮的
中級	pop	[動詞] 發出砰(或啪)的響聲; [名詞] 砰的一聲
初級	popcorn	[名詞] 爆米花
中高級	pope	[名詞] (常大寫)(羅馬天主教)教皇
初級	popular	[形容詞] 流行的;受歡迎的
中高級	popularity	[名詞] 普及;流行;聲望
中高級	populate	[動詞] 居住於;移民於
初級	population	[名詞] 人口
中高級	porcelain	[名詞] 瓷;(總稱)瓷器
中高級	porch	[名詞] 門廊;入口處;走廊
中高級	pore	[動詞] 鑽研;凝視; [名詞] 毛孔;氣孔;細孔
初級	pork	[名詞] 豬肉
中級	port	[形容詞] 左舷的; [名詞] 港
中級	portable	[形容詞] 手提式的;輕便的; [名詞] 手提式製品
中級	porter	[名詞] 搬運工人,腳夫
中高級	portfolio	[名詞] 卷宗夾;公事包;投資組合
中級	portion	[名詞] (一)部分
中級	portrait	[名詞] 肖像,畫像;相片
中級	portray	[動詞] 畫;描寫
中級	pose	[動詞] 擺姿勢; [名詞] 姿勢;裝腔作勢
初級	position	[動詞] 把...放在適當位置; [名詞] 位置
初級	positive	[形容詞] 正面的;確信的
中級	possess	[動詞] 擁有,持有;具有
中級	possession	[名詞] 擁有;佔有;所有物
中級	possibility	[名詞] 可能性
初級	possible	[形容詞] 可能的
中級	possibly	[副詞] 也許,可能
初級	post	[動詞] 郵寄;登入(分類帳等);發表; [名詞] 郵件;柱;樁;崗位;站;交易所
中級	postage	[名詞] 郵資,郵費
中級	postal	[形容詞] 郵政的;郵件的;郵遞的
初級	postcard	[名詞] 明信片
中級	poster	[名詞] 招貼,海報,廣告(畫)
中級	postman	[名詞] 郵差
中級	postpone	[動詞] 延遲,延緩
中高級	postulate	[動詞] 要求;假設; [名詞] 假定;假設
中高級	posture	[動詞] 擺出姿勢;故作姿態; [名詞] 姿勢;姿態
初級	pot	[名詞] 罐;鍋
初級	potato	[名詞] 馬鈴薯
中高級	potent	[形容詞] 有影響的;有效力的;濃烈的
中級	potential	[形容詞] 潛在的,可能的; [名詞] 可能性;潛力,潛能
中高級	potter	[名詞] 陶工;陶藝家
中級	pottery	[名詞] 陶器
中級	poultry	[名詞] 家禽
中級	pound	[動詞] 敲打;(心等)劇跳;腳步沈重地走; [名詞] 磅
中級	pour	[動詞] 倒,灌,注
中級	poverty	[名詞] 貧窮,貧困
初級	powder	[動詞] 變成粉末;搽粉; [名詞] 粉
初級	power	[名詞] 權力;動力
初級	powerful	[形容詞] 強有力的
中級	powerless	[形容詞] 無力量的,軟弱的
中高級	practicable	[形容詞] 行得通的;適用的
中級	practical	[形容詞] 實用的
初級	practice	[動詞] 練習;訓練; [名詞] 練習
中級	practise	[動詞] (反覆的)練習,學習
中高級	practitioner	[名詞] 開業者(尤指醫生、律師)
中高級	prairie	[名詞] 大草原
初級	praise	[動詞] 讚美; [名詞] 讚揚,稱讚
初級	pray	[動詞] 禱告
中級	prayer	[名詞] 祈禱,禱告
中高級	preach	[動詞] 佈道;說教
中高級	precaution	[名詞] 謹慎;預防措施
中高級	precede	[動詞] 處在...之前;(地位等)高於
中高級	precedent	[名詞] 先例;慣例
中高級	preceding	[形容詞] 在前的;在先的
初級	precious	[形容詞] 寶貴的
中高級	precipitate	[形容詞] 快速的;突然的;魯莽的; [動詞] 使突發;猛拋下;凝結成雨(或雪等)
中級	precise	[形容詞] 精確的;準確的
中高級	precisely	[副詞] 精確地;清晰地;確實如此
中高級	precision	[名詞] 精確(性);準確(性);清晰(性)
中高級	preclude	[動詞] 排除;防止
中高級	predecessor	[名詞] 前任;祖先
中級	predict	[動詞] 預言;預料
中高級	predictable	[形容詞] 可預言的;可預料的
中級	prediction	[名詞] 預言;預報
中高級	predominant	[形容詞] 佔優勢的;主要的;普遍的
中高級	predominantly	[副詞] 佔優勢地;顯著地
中高級	preface	[動詞] 為...加序言(或開場白); [名詞] 序言;緒言
初級	prefer	[動詞] 更喜歡
中級	preferable	[形容詞] 更可取的,更合意的
中高級	preference	[名詞] 偏愛;優先(權)
中級	pregnancy	[名詞] 懷孕
中級	pregnant	[形容詞] 懷孕的
中高級	prehistoric	[形容詞] 史前的;舊式的
中高級	prejudice	[動詞] 使抱偏見;使懷成見; [名詞] 偏見;歧視
中高級	preliminary	[形容詞] 預備的;初步的; [名詞] 初步;初試;預賽
中高級	premature	[形容詞] 過早的;草率的;早產的
中高級	premier	[形容詞] 首位的;最早的; [名詞] 首相;總理
中高級	premiere	[動詞] 初次上演; [名詞] 初次上演
中高級	premise	[名詞] 前提
中高級	premium	[形容詞] 高價的;優質的; [名詞] 獎品;獎金;津貼;加價;保險費
中級	preparation	[名詞] 準備,預備
初級	prepare	[動詞] 準備
中級	prepared	[形容詞] 有準備的
中高級	preposition	[名詞] 介系詞;前置詞
中高級	prescribe	[動詞] 規定;指定;開(藥方)
中高級	prescription	[名詞] 指示;法規;處方
中級	presence	[名詞] 出席,在場
初級	present	[形容詞] 出席的;當前的;現在式的; [動詞] 提出; [名詞] 禮物
中級	presentation	[名詞] 贈送;呈現;介紹,引見
中級	presently	[副詞] 現在,目前
中高級	preservation	[名詞] 維護;維持;保存;保藏;防腐
中級	preserve	[動詞] 保存,保藏;防腐; [名詞] 保護區
中高級	preside	[動詞] 主持;管轄
中高級	presidency	[名詞] 公司總裁(大學校長等)的職位
初級	president	[名詞] 校長;總統
中高級	president-elect	[名詞] 已當選而尚未就任之總統
中級	presidential	[形容詞] 總統的;總統選舉的
初級	press	[動詞] 壓,擠;催逼; [名詞] 新聞輿論
中級	pressure	[動詞] 對...施加壓力;迫使; [名詞] 壓力
中高級	prestige	[名詞] 名望;聲望
中高級	prestigious	[形容詞] 有名望的
中高級	presumably	[副詞] 據推測;大概;想必
中高級	presume	[動詞] 假定;認為;擅自(做)
中級	pretend	[動詞] 佯裝;假裝
中高級	pretext	[名詞] 藉口;託辭
初級	pretty	[形容詞] 漂亮的; [副詞] 十分地
中高級	prevail	[動詞] 勝過;優勝;流行
中高級	prevailing	[形容詞] 佔優勢的;主要的;流行的
中高級	prevalent	[形容詞] 流行的;普遍的;優勢的
中級	prevent	[動詞] 防止,預防
中級	prevention	[名詞] 預防,防止
中高級	preventive	[形容詞] 預防的;防病的; [名詞] 預防法;預防措施;預防物
中級	preview	[動詞] 試演;試映; [名詞] 預習;預告片
中級	previous	[形容詞] 先的,以前的
中高級	previously	[副詞] 事先;以前
中高級	prey	[動詞] 捕食;掠奪; [名詞] 被捕食的動物;犧牲者
初級	price	[動詞] 給...定價; [名詞] 價錢
中高級	priceless	[形容詞] 無價的;稀世之珍的
中高級	prick	[動詞] 刺(穿);扎(穿);使內心極度痛苦; [名詞] 刺;扎;刺傷;悔恨
中級	pride	[動詞] 使得意,以...自豪; [名詞] 自豪,得意
初級	priest	[名詞] 牧師;神父
中高級	primarily	[副詞] 首先;起初,原來;首要地
中級	primary	[形容詞] 主要的;初級的; [名詞] (次序,質量等)居首位的事物;原色;初選
中級	prime	[形容詞] 最初的;原始的;基本的; [動詞] 灌注,裝填;作準備; [名詞] 最初,初期
中級	primitive	[形容詞] 原始的;遠古的;早期的
初級	prince	[名詞] 王子
初級	princess	[名詞] 公主
中高級	principal	[形容詞] 主要的,首要的;資本的,本金的; [名詞] (中小學)校長
初級	principle	[名詞] 主義;真諦
初級	print	[動詞] 印刷;用印刷體寫; [名詞] 圖片印刷品;出版物
初級	printer	[名詞] 印表機;印刷業者
中高級	prior	[形容詞] 在先的;在前的;居先的; [名詞] 修道院院長或副院長
中高級	priority	[名詞] 在先;重點;優先權
初級	prison	[名詞] 監獄
初級	prisoner	[名詞] 囚犯;俘虜
中級	privacy	[名詞] 祕密,私下
初級	private	[形容詞] 私人的
中高級	privatize	[動詞] 使私有(民營)化
中級	privilege	[動詞] 給予...特權; [名詞] 特權;優特
中高級	privileged	[形容詞] 享有特權的;特許的
初級	prize	[名詞] 獎品
中高級	pro	[形容詞] 正面的;贊成的; [介系詞] 贊成; [名詞] 贊成者;贊成的論點;職業選手
中高級	probability	[名詞] 可能性;機率
中級	probable	[形容詞] 很可能發生的
初級	probably	[副詞] 可能地
中高級	probe	[動詞] 探查;探測; [名詞] 探針;探索;太空探測器
初級	problem	[名詞] 問題
中級	procedure	[名詞] 程序;手續;步驟
中級	proceed	[動詞] 開始,著手; [名詞] 股票交易的金額
中高級	proceeding	[名詞] 進行;議項;(學會等的)會議錄
中級	process	[動詞] 加工沖洗(膠卷); [名詞] 過程,進程
中高級	procession	[名詞] 一(長)列;一(長)排;隊伍
中高級	processor	[名詞] 加工者;信息處理機
中高級	proclaim	[動詞] 宣告;聲明
初級	produce	[動詞] 製造;出產; [名詞] 農產品
中級	producer	[名詞] 生產者,製造者製片人
初級	product	[名詞] 產品
初級	production	[名詞] 製造;生產
中級	productive	[形容詞] 生產的,生產性的
中高級	productivity	[名詞] 生產力;生產率
中級	profession	[名詞] 職業同行
中級	professional	[形容詞] 職業性的; [名詞] 專家,內行
初級	professor	[名詞] 教授
中高級	proficiency	[名詞] 精通;熟練
中高級	proficient	[形容詞] 精通的;熟練的
中高級	profile	[動詞] 畫側面像;描出輪廓;寫傳略; [名詞] 側影;輪廓;人物簡介
中級	profit	[動詞] 得益,獲益; [名詞] 利潤,盈利;收益
中級	profitable	[形容詞] 有利的
中高級	profound	[形容詞] 深刻的;深度的
初級	program	[動詞] 為...安排節目;設計電腦程式; [名詞] 節目
初級	progress	[動詞] 前進;進行;上進,提高,進步; [名詞] 進步
中級	progressive	[形容詞] 逐漸的; [名詞] 革新主義者
中級	prohibit	[動詞] 禁止
中高級	prohibition	[名詞] 禁止;禁令
中高級	project	[動詞] 計劃;企劃;突出,伸出;投射; [名詞] 計畫
